#CHROM	BEGIN	END	MARKER_ID	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
8	19797040	19819724	8:19797040-19819724_High_triglycerides	7292	0.21558	3	2	0	NA	NA	NA	NA	High_triglycerides	high_tg	40	EUR_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	13558	0.0033928	10	5	3	0.46803	1.4126	1.9465	0.7257	MODY	hdl_mgdl	40	All	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	9320	0.0037554	10	4	2	0.14909	-8.8237	6.1154	-1.4429	MODY_Extended	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	10604	0.19125	3	3	1	4.09E-10	-0.069598	0.011124	-6.2566	High_triglycerides	tg_mgdl_adj_ln	40	control_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	9320	0.00021459	6	2	2	0.5664	-14.56	25.392	-0.57338	Lipodystrophy	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	3185	0.0034537	10	2	1	0.96035	0.0073724	0.1483	0.049714	MODY	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	6880	0.00014535	9	1	1	0.0015999	135.13	42.801	3.1572	Low_LDL	ldl_mgdl_adj	40	EUR_only	covart2d	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	14118	0.0033999	10	5	3	0.44535	-0.059549	0.078024	-0.76322	MODY	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	3757	0.0066542	10	2	0	0.98106	0.0026089	0.1099	0.023739	MODY	tg_mgdl_adj_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	14551	0.00082469	9	5	4	0.68575	4.9096	12.133	0.40464	Low_LDL	ldl_mgdl_adj	40	All	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	10605	0.19123	3	3	1	NA	NA	NA	NA	High_triglycerides	high_tg	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	21837	0.00041214	6	5	4	0.67656	-0.072575	0.17397	-0.41717	Lipodystrophy	tg_mgdl_ln	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	14118	0.00014166	2	2	2	0.12803	-0.57794	0.37973	-1.522	Neonatal_Diabetes	tg_mgdl_ln	40	case_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
16	56996009	57016150	16:56996009-57016150_High_HDL	28982	0.00048306	4	4	1	0.069569	1.0945	0.59366	3.2932	High_HDL	high_hdl	40	All	covart2d	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	22514	0.0033313	10	7	3	0.51278	0.012917	0.019735	0.65453	MODY	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	10605	0.00056577	6	2	1	0.93853	-0.076294	1.0797	0.0059467	Lipodystrophy	high_tg	40	control_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	7292	0.00027427	6	1	0	0.18329	-0.48078	0.36127	-1.3308	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	13558	0.0033928	10	5	3	0.46803	1.4126	1.9465	0.7257	MODY	hdl_mgdl	40	case_only	t2d_caseonly	non_pathogenic_no_vus
16	56996009	57016150	16:56996009-57016150_High_HDL	28982	0.00048306	4	4	1	2.45E-06	17.315	3.6736	4.7133	High_HDL	hdl_mgdl	40	All	covart2d_with_pre	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_High_LDL	9858	0.11432	17	13	2	0.13911	0.17529	0.11556	2.1878	High_LDL	high_ldl	40	control_only	covart2d_with_pre	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	7610	0.00091984	9	3	2	NA	NA	NA	NA	Low_LDL	low_ldl	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	9320	0.0037554	10	4	2	0.14909	-8.8237	6.1154	-1.4429	MODY	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	6592	0.0001517	9	1	1	0.042317	72.455	35.679	2.0308	Low_LDL	ldl_mgdl	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	7610	0.004205	10	4	2	0.045657	-15.306	7.6574	-1.9989	MODY	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	11075	0.0037923	10	5	3	0.89394	0.27566	2.0676	0.13332	MODY_Extended	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	14118	0.0036832	16	9	7	0.63208	-0.035877	0.074928	-0.47882	MonogenicDM_all	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
16	56996009	57016150	16:56996009-57016150_High_HDL	7224	0.00083056	4	1	0	0.00098386	20.207	6.1299	3.2965	High_HDL	hdl_mgdl	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	9771	0.00010234	6	1	1	0.25866	40.513	35.864	1.1296	Lipodystrophy	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	6	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	14118	0.0036832	16	9	7	0.70691	-0.02855	0.075928	-0.37602	MonogenicDM_all	tg_mgdl_adj_ln	40	All	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	9320	0.0037554	10	4	2	0.18369	-9.9582	7.4897	-1.3296	MODY	ldl_mgdl_adj	40	case_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	21838	0.18807	3	3	1	5.01E-14	-0.32301	0.044049	56.726	High_triglycerides	high_tg	40	All	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	4696	0.0053237	10	2	0	0.21651	-0.040266	0.032577	-1.236	MODY_Extended	bmi_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_High_LDL	6880	0.13968	17	7	0	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	EUR_only	covart2d	non_pathogenic_no_vus
16	56996009	57016150	16:56996009-57016150_High_HDL	10653	0.00037548	4	3	2	3.15E-07	36.412	7.1153	5.1175	High_HDL	hdl_mgdl	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	18015	0.00033306	6	6	6	0.097139	0.36807	0.22186	1.659	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	9320	0.0037554	10	4	2	0.18369	-9.9582	7.4897	-1.3296	MODY_Extended	ldl_mgdl_adj	40	All	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	3015	0.0079602	10	2	0	0.30229	-9.4302	9.1404	-1.0317	MODY	ldl_mgdl_adj	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	9107	0.21972	3	2	0	1.13E-05	-0.052222	0.011885	-4.3941	High_triglycerides	tg_mgdl_adj_ln	40	EUR_only	covart2d	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	19178	0.00099072	9	6	4	0.65579	0.42345	0.93646	0.19868	Low_LDL	low_ldl	40	All	covart2d_with_pre	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	14551	0.00082469	9	5	4	0.863	1.7974	10.416	0.17256	Low_LDL	ldl_mgdl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	10604	0.00056582	6	2	1	0.26767	-0.22438	0.20241	-1.1085	Lipodystrophy	tg_mgdl_ln	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	11919	0.0001678	2	2	2	0.31759	-30.945	30.961	-0.99946	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	6	0	0	NA	NA	NA	NA	Lipodystrophy	bmi_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	7610	0.00026281	2	2	2	0.21021	-38.054	30.369	-1.2531	Neonatal_Diabetes	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	9107	0.00021961	6	1	0	NA	NA	NA	NA	Lipodystrophy	high_tg	40	EUR_only	covart2d	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	6	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl_adj	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	11233	0.18508	3	2	0	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	case_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	3185	0.00062794	6	2	2	0.3658	0.31199	0.34493	0.90449	Lipodystrophy	tg_mgdl_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	9107	0.00021961	6	1	0	0.15529	-0.52664	0.37056	-1.4212	Lipodystrophy	tg_mgdl_adj_ln	40	EUR_only	covart2d_with_pre	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	7610	0.00013141	6	1	1	0.14967	62.002	43.032	1.4408	Lipodystrophy	ldl_mgdl_adj	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	6941	0.00072036	9	3	2	0.59232	9.4735	17.691	0.5355	Low_LDL	ldl_mgdl_adj	40	control_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	9858	0.0011158	9	4	2	0.65159	5.3118	11.763	0.45157	Low_LDL	ldl_mgdl_adj	40	control_only	covart2d	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11266	0.0054145	16	5	1	NA	NA	NA	NA	MonogenicDM_all	t2d_with_pre	40	EUR_only		non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	7610	0.00026281	2	2	2	0.18987	-32.454	24.754	-1.3111	Neonatal_Diabetes	ldl_mgdl	40	case_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	3987	0.0080261	10	2	0	0.64893	-2.9122	6.3964	-0.45529	MODY_Extended	ldl_mgdl	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_adj_ln	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	11233	0.18508	3	2	0	4.56E-15	-0.095002	0.012103	-7.8495	High_triglycerides	tg_mgdl_adj_ln	40	case_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	14118	0.00014166	2	2	2	0.14992	-0.55407	0.3848	-1.4399	Neonatal_Diabetes	tg_mgdl_adj_ln	40	All	t2d_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	control_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	9107	0.21972	3	2	0	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	EUR_only	covart2d_with_pre	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	9320	0.00397	16	6	4	0.12436	-9.1359	5.9445	-1.5369	MonogenicDM_all	ldl_mgdl	40	case_only	t2d_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	11233	0.00017805	2	2	2	0.12297	-0.58487	0.37916	-1.5426	Neonatal_Diabetes	tg_mgdl_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	3074	0.0081327	16	2	0	0.99567	0.00058035	0.1069	0.0054291	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	9320	0.00085837	9	4	3	NA	NA	NA	NA	Low_LDL	low_ldl	40	case_only	covart2d_with_pre	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	9320	0.00021459	2	2	2	0.29429	-32.6	31.083	-1.0488	Neonatal_Diabetes	ldl_mgdl_adj	40	case_only	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	19860	0.0031722	16	6	2	0.66075	0.14034	0.31953	0.19261	MonogenicDM_all	t2d_with_pre	40	control_only		non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_High_LDL	9320	0.10032	17	14	2	NA	NA	NA	NA	High_LDL	high_ldl	40	case_only	covart2d_with_pre	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	13558	0.00014751	2	2	2	0.18249	12.363	9.2735	1.3332	Neonatal_Diabetes	hdl_mgdl	40	case_only	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	14418	0.0041615	16	10	8	0.81495	-0.016171	0.069091	-0.23405	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	11266	0.0051482	10	4	1	NA	NA	NA	NA	MODY	t2d	40	EUR_only		non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	hdl_mgdl	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	2161	0.0041647	10	2	1	0.54721	7.4476	12.37	0.60204	MODY_Extended	ldl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	2599	0.0042324	10	2	0	0.52244	8.1692	12.771	0.63968	MODY	ldl_mgdl_adj	40	control_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	4997	0.006604	10	2	0	0.81128	-0.022206	0.092998	-0.23879	MODY_Extended	tg_mgdl_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	11233	0.18508	3	2	0	NA	NA	NA	NA	High_triglycerides	high_tg	40	case_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	t2d	40	EUR_only		non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	11233	0.00026707	6	3	3	0.64415	0.14307	0.30974	0.46192	Lipodystrophy	tg_mgdl_adj_ln	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	7610	0.004205	10	4	2	0.046375	-12.435	6.2416	-1.9923	MODY	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	11266	0.0054145	16	5	1	NA	NA	NA	NA	MonogenicDM_all	t2d	40	EUR_only		non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	11266	0.0051482	10	4	1	NA	NA	NA	NA	MODY_Extended	t2d	40	EUR_only		non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	17339	0.0034027	10	5	3	0.33546	1.6707	1.7346	0.9632	MODY	hdl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	14418	0.0038147	10	5	3	0.54437	-0.043769	0.072198	-0.60624	MODY	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	11233	0.00017805	2	2	2	0.12297	-0.58487	0.37916	-1.5426	Neonatal_Diabetes	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	19860	0.0026183	10	4	1	0.6975	0.13318	0.34309	0.15109	MODY_Extended	t2d_with_pre	40	control_only		non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	10605	0.00056577	6	2	1	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	9320	0.00085837	9	4	3	NA	NA	NA	NA	Low_LDL	low_ldl_adj	40	case_only	covart2d_with_pre	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	11233	0.003917	10	5	3	0.53234	-0.050836	0.081408	-0.62446	MODY_Extended	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	3897	0.0030793	10	2	0	0.94437	-0.010146	0.14538	-0.069787	MODY_Extended	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	7292	0.21558	3	2	0	5.38E-05	-0.05314	0.01315	-4.0409	High_triglycerides	tg_mgdl_adj_ln	40	EUR_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	14263	0.0040665	16	10	8	0.57401	0.9987	1.7765	0.56217	MonogenicDM_all	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_High_LDL	6880	0.13968	17	7	0	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	EUR_only	covart2d_with_pre	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	14118	0.17212	3	2	0	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	case_only	covart2d	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	14118	0.17212	3	2	0	2.24E-17	-0.09527	0.01122	-8.4914	High_triglycerides	tg_mgdl_ln	40	case_only	covart2d_with_pre	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_High_LDL	7610	0.10723	17	14	3	NA	NA	NA	NA	High_LDL	high_ldl	40	case_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	9771	0.0041961	10	4	2	0.20934	-7.0891	5.6466	-1.2555	MODY	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	11075	0.00027088	6	3	3	0.65573	3.4263	7.6853	0.44583	Lipodystrophy	hdl_mgdl	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_High_triglycerides	11233	0.18508	3	2	0	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	6592	0.0001517	9	1	1	0.047511	70.034	35.334	1.9821	Low_LDL	ldl_mgdl	40	EUR_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	9107	0.00021961	6	1	0	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	EUR_only	covart2d_with_pre	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	15524	0.00051533	6	2	1	NA	NA	NA	NA	Lipodystrophy	high_tg_adj	40	control_only	covart2d	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_Neonatal_Diabetes	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	hdl_mgdl	40	control_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	9320	0.00021459	6	2	2	0.5664	-14.56	25.392	-0.57338	Lipodystrophy	ldl_mgdl	40	case_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	3188	0.00062735	6	2	2	0.39448	-7.9429	9.3265	-0.85164	Lipodystrophy	hdl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	5961	0.005536	10	2	0	0.10291	-0.047454	0.029092	-1.6311	MODY_Extended	bmi_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	18415	0.0038012	16	12	7	0.46024	0.015005	0.02032	0.73847	MonogenicDM_all	bmi_ln	40	case_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	4696	0.0053237	10	2	0	0.21651	-0.040266	0.032577	-1.236	MODY	bmi_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Low_LDL	9858	0.0011158	9	4	2	0.58961	-5.7505	10.661	-0.53942	Low_LDL	ldl_mgdl	40	control_only	covart2d	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	29641	0.00040484	6	6	5	0.61787	-0.076503	0.15335	-0.49887	Lipodystrophy	tg_mgdl_adj_ln	40	All	covart2d_with_pre	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	4288	0.0076959	10	2	0	0.76934	-0.026808	0.091413	-0.29326	MODY	tg_mgdl_adj_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_High_LDL	9320	0.10032	17	14	2	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	case_only	covart2d	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	6	0	0	NA	NA	NA	NA	Lipodystrophy	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	3897	0.0030793	10	2	0	0.86088	-0.025188	0.14371	-0.17527	MODY	tg_mgdl_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_High_LDL	19178	0.10752	17	14	1	0.86576	-0.15864	0.93843	-0.16904	High_LDL	ldl_mgdl_adj	40	All	covart2d_with_pre	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	14418	0.0038147	10	5	3	0.54437	-0.043769	0.072198	-0.60624	MODY_Extended	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	9320	0.0037554	10	4	2	0.18369	-9.9582	7.4897	-1.3296	MODY	ldl_mgdl_adj	40	case_only	t2d_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	4997	0.006604	10	2	0	0.82061	-0.021619	0.095333	-0.22677	MODY	tg_mgdl_adj_ln	40	EUR_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_MODY	3897	0.0030793	10	2	0	0.94437	-0.010146	0.14538	-0.069787	MODY	tg_mgdl_adj_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	15523	0.00051536	6	2	1	0.15676	-0.24882	0.17571	-1.4161	Lipodystrophy	tg_mgdl_ln	40	control_only	covart2d	non_pathogenic_no_vus
