#CHROM	BEGIN	END	MARKER_ID	MARKER	Gene	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	NA	NA	2	0	0	NA	NA	NA	NA	MODY	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MODY	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	11919	0.0001678	2	2	2	0.31759	-30.945	30.961	-0.99946	MODY	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	NA	NA	1	0	0	NA	NA	NA	NA	MODY	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
13	28494501	28498711	13:28494501-28498711_PDX1	13:28494501-28498711	PDX1	11919	0.0036916	3	2	0	0.51415	-4.3467	6.6627	-0.6524	MODY	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	38595	0.00046638	5	5	4	0.37309	-0.42294	0.49326	0.79333	Lipodystrophy	t2d	40	All		non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	38595	2.59E-05	1	1	1	0.5047	1.0175	2.3098	0.44505	Lipodystrophy	t2d	40	All		non_pathogenic_no_vus
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	14118	0.00014166	2	2	2	0.12803	-0.57794	0.37973	-1.522	MonogenicDM_all	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	14118	7.08E-05	1	1	1	0.025929	1.1958	0.53683	2.2275	MonogenicDM_all	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	14118	0.00021249	5	3	3	0.59954	0.16286	0.31016	0.52508	MonogenicDM_all	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
13	28494501	28498711	13:28494501-28498711_PDX1	13:28494501-28498711	PDX1	14118	0.0031874	3	2	0	0.42373	-0.064498	0.080625	-0.79999	MonogenicDM_all	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	14118	7.08E-05	1	1	1	0.362	0.4893	0.53675	0.9116	MonogenicDM_all	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	10605	0.00056577	5	2	1	0.93853	-0.076294	1.0797	0.0059467	Lipodystrophy	high_tg	40	control_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	high_tg	40	control_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
2	21224973	21225765	2:21224973-21225765_APOB	2:21224973-21225765	APOB	14551	0.00013745	4	2	2	0.25025	2.3478	1.961	1.3219	Low_LDL	low_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
1	55512320	55527230	1:55512320-55527230_PCSK9	1:55512320-55527230	PCSK9	14551	0.00068724	5	3	2	0.59532	0.52095	0.97983	0.28211	Low_LDL	low_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
19	11210979	11241961	19:11210979-11241961_LDLR	19:11210979-11241961	LDLR	9320	0.10032	16	14	2	0.6341	-0.56758	1.1925	-0.47597	High_LDL	ldl_mgdl	40	case_only	covart2d_with_pre	non_pathogenic_no_vus
1	55509693	55509693	1:55509693-55509693_PCSK9	1:55509693-55509693	PCSK9	NA	NA	1	0	0	NA	NA	NA	NA	High_LDL	ldl_mgdl	40	case_only	covart2d_with_pre	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	NA	NA	5	0	0	NA	NA	NA	NA	Lipodystrophy	hdl_mgdl	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	hdl_mgdl	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_LPL	8:19797040-19819724	LPL	15524	0.18256	3	3	1	3.10E-10	-0.36946	0.060736	39.614	High_triglycerides	high_tg_adj	40	control_only	covart2d_with_pre	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_LPL	8:19797040-19819724	LPL	14118	0.17212	3	2	0	NA	NA	NA	NA	High_triglycerides	high_tg	40	case_only	covart2d_with_pre	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	17339	0.00011535	2	2	2	0.24308	10.918	9.3531	1.1674	Neonatal_Diabetes	hdl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	NA	NA	2	0	0	NA	NA	NA	NA	MODY	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MODY	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	11233	0.00017805	2	2	2	0.12297	-0.58487	0.37916	-1.5426	MODY	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	11233	8.90E-05	1	1	1	0.026685	1.1881	0.53604	2.2164	MODY	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
13	28494501	28498711	13:28494501-28498711_PDX1	13:28494501-28498711	PDX1	11233	0.00365	3	2	0	0.5139	-0.055086	0.084384	-0.6528	MODY	tg_mgdl_adj_ln	40	case_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	NA	NA	5	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
13	28494501	28498711	13:28494501-28498711_PDX1	13:28494501-28498711	PDX1	4288	0.0076959	3	2	0	0.76934	-0.026808	0.091413	-0.29326	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
2	21224973	21225765	2:21224973-21225765_APOB	2:21224973-21225765	APOB	6592	0.0001517	4	1	1	0.047511	70.034	35.334	1.9821	Low_LDL	ldl_mgdl	40	EUR_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
1	55512320	55527230	1:55512320-55527230_PCSK9	1:55512320-55527230	PCSK9	NA	NA	5	0	0	NA	NA	NA	NA	Low_LDL	ldl_mgdl	40	EUR_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	9320	0.0001073	5	1	1	0.070174	79.732	44.026	1.811	Lipodystrophy	ldl_mgdl_adj	40	case_only	t2d_caseonly	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	9320	0.0001073	1	1	1	0.12841	-66.814	43.941	-1.5205	Lipodystrophy	ldl_mgdl_adj	40	case_only	t2d_caseonly	non_pathogenic_no_vus
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	14418	0.00013872	2	2	2	0.12335	-0.57885	0.37565	-1.541	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	14418	6.94E-05	1	1	1	0.025213	1.189	0.53118	2.2383	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	14418	0.00034679	5	5	5	0.2337	0.28311	0.23773	1.1909	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
13	28494501	28498711	13:28494501-28498711_PDX1	13:28494501-28498711	PDX1	14418	0.0036066	3	2	0	0.52737	-0.046953	0.074288	-0.63204	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	NA	NA	2	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	NA	NA	2	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	tg_mgdl_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
13	28494501	28498711	13:28494501-28498711_PDX1	13:28494501-28498711	PDX1	3074	0.0081327	3	2	0	0.99567	0.00058035	0.1069	0.0054291	MODY_Extended	tg_mgdl_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
16	56996009	57016150	16:56996009-57016150_CETP	16:56996009-57016150	CETP	13558	0.00073757	4	4	1	NA	NA	NA	NA	High_HDL	high_hdl	40	case_only	covart2d	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	22514	0.00013325	2	2	1	0.34614	-0.092362	0.098035	-0.94213	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	11233	0.00026707	5	3	3	NA	NA	NA	NA	Lipodystrophy	high_tg	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	high_tg	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	18415	0.00016291	2	2	1	0.044211	0.19664	0.097724	2.0122	MODY_Extended	bmi_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MODY_Extended	bmi_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	18415	0.00016291	2	2	1	0.26258	-0.10935	0.097599	-1.1203	MODY_Extended	bmi_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	18415	5.43E-05	1	1	1	0.51389	0.11033	0.16902	0.6528	MODY_Extended	bmi_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
13	28494501	28498711	13:28494501-28498711_PDX1	13:28494501-28498711	PDX1	18415	0.0029867	3	2	0	0.46861	0.016627	0.022942	0.72476	MODY_Extended	bmi_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	NA	NA	2	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	NA	NA	5	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
13	28494501	28498711	13:28494501-28498711_PDX1	13:28494501-28498711	PDX1	3757	0.0066542	3	2	0	0.97693	0.0031176	0.10778	0.028925	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	MonogenicDM_all	tg_mgdl_ln	40	EUR_only	t2d_caseonly	non_pathogenic_no_vus
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	NA	NA	2	0	0	NA	NA	NA	NA	MODY	hdl_mgdl	40	All	t2d_caseonly	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MODY	hdl_mgdl	40	All	t2d_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	13558	0.00014751	2	2	2	0.18249	12.363	9.2735	1.3332	MODY	hdl_mgdl	40	All	t2d_caseonly	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	13558	7.38E-05	1	1	1	0.11176	-20.852	13.111	-1.5904	MODY	hdl_mgdl	40	All	t2d_caseonly	non_pathogenic_no_vus
13	28494501	28498711	13:28494501-28498711_PDX1	13:28494501-28498711	PDX1	13558	0.0031716	3	2	0	0.48036	1.4216	2.0144	0.70575	MODY	hdl_mgdl	40	All	t2d_caseonly	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	NA	NA	5	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	3897	0.00051322	5	2	2	0.33034	0.34028	0.34953	0.97354	Lipodystrophy	tg_mgdl_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_ln	40	control_only	t2d_with_pre_caseonly	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	14118	0.00021249	5	3	3	0.51729	0.20352	0.3143	0.64754	Lipodystrophy	tg_mgdl_adj_ln	40	case_only	covart2d	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	14118	7.08E-05	1	1	1	0.36204	0.49579	0.54392	0.91151	Lipodystrophy	tg_mgdl_adj_ln	40	case_only	covart2d	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	NA	NA	2	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl	40	EUR_only	"t2d_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	18015	0.00011102	2	2	2	0.14151	-0.55494	0.37745	-1.4702	Neonatal_Diabetes	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_LPL	8:19797040-19819724	LPL	7292	0.21558	3	2	0	NA	NA	NA	NA	High_triglycerides	high_tg	40	EUR_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
16	56996009	57016150	16:56996009-57016150_CETP	16:56996009-57016150	CETP	10653	0.00037548	4	3	2	NA	NA	NA	NA	High_HDL	high_hdl	40	control_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	14118	0.00014166	2	2	2	0.12803	-0.57794	0.37973	-1.522	Neonatal_Diabetes	tg_mgdl_ln	40	case_only	t2d_caseonly	non_pathogenic_no_vus
8	19797040	19819724	8:19797040-19819724_LPL	8:19797040-19819724	LPL	11233	0.18508	3	2	0	NA	NA	NA	NA	High_triglycerides	high_tg_adj	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	NA	NA	2	0	0	NA	NA	NA	NA	MODY	ldl_mgdl_adj	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MODY	ldl_mgdl_adj	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	NA	NA	2	0	0	NA	NA	NA	NA	MODY	ldl_mgdl_adj	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	NA	NA	1	0	0	NA	NA	NA	NA	MODY	ldl_mgdl_adj	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
13	28494501	28498711	13:28494501-28498711_PDX1	13:28494501-28498711	PDX1	3987	0.0080261	3	2	0	0.69714	-2.9769	7.6484	-0.38922	MODY	ldl_mgdl_adj	40	EUR_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
2	21224973	21225765	2:21224973-21225765_APOB	2:21224973-21225765	APOB	7610	0.00013141	4	1	1	NA	NA	NA	NA	Low_LDL	low_ldl_adj	40	case_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
1	55512320	55527230	1:55512320-55527230_PCSK9	1:55512320-55527230	PCSK9	7610	0.00078844	5	2	1	NA	NA	NA	NA	Low_LDL	low_ldl_adj	40	case_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	NA	NA	2	0	0	NA	NA	NA	NA	MODY_Extended	hdl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MODY_Extended	hdl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	NA	NA	2	0	0	NA	NA	NA	NA	MODY_Extended	hdl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	NA	NA	1	0	0	NA	NA	NA	NA	MODY_Extended	hdl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
13	28494501	28498711	13:28494501-28498711_PDX1	13:28494501-28498711	PDX1	3188	0.0034504	3	2	1	0.33325	3.8797	4.0091	0.96773	MODY_Extended	hdl_mgdl	40	control_only	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	15524	0.00051533	5	2	1	NA	NA	NA	NA	Lipodystrophy	high_tg	40	control_only	covart2d	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	NA	NA	1	0	0	NA	NA	NA	NA	Lipodystrophy	high_tg	40	control_only	covart2d	non_pathogenic_no_vus
19	11210979	11241961	19:11210979-11241961_LDLR	19:11210979-11241961	LDLR	7610	0.10723	16	14	3	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
1	55509693	55509693	1:55509693-55509693_PCSK9	1:55509693-55509693	PCSK9	NA	NA	1	0	0	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	case_only	"covart2d_with_pre,covarlipidmeds"	non_pathogenic_no_vus
19	11210979	11241961	19:11210979-11241961_LDLR	19:11210979-11241961	LDLR	6592	0.13956	16	7	0	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	EUR_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
1	55509693	55509693	1:55509693-55509693_PCSK9	1:55509693-55509693	PCSK9	NA	NA	1	0	0	NA	NA	NA	NA	High_LDL	high_ldl_adj	40	EUR_only	"covart2d,covarlipidmeds"	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	11919	8.39E-05	5	1	1	0.33762	35.235	36.744	0.95892	Lipodystrophy	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	11919	8.39E-05	1	1	1	0.058911	-69.317	36.694	-1.889	Lipodystrophy	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic_no_vus
1	156096000	156108466	1:156096000-156108466_LMNA	1:156096000-156108466	LMNA	14118	0.00021249	5	3	3	0.59954	0.16286	0.31016	0.52508	Lipodystrophy	tg_mgdl_ln	40	All	t2d_caseonly	non_pathogenic_no_vus
3	12475484	12475484	3:12475484-12475484_PPARG	3:12475484-12475484	PPARG	14118	7.08E-05	1	1	1	0.362	0.4893	0.53675	0.9116	Lipodystrophy	tg_mgdl_ln	40	All	t2d_caseonly	non_pathogenic_no_vus
7	44185707	44197686	7:44185707-44197686_GCK	7:44185707-44197686	GCK	18415	0.00016291	2	2	1	0.044211	0.19664	0.097724	2.0122	MODY_Extended	bmi_ln	40	All	t2d_caseonly	non_pathogenic_no_vus
12	121416474	121435293	12:121416474-121435293_HNF1A	12:121416474-121435293	HNF1A	NA	NA	2	0	0	NA	NA	NA	NA	MODY_Extended	bmi_ln	40	All	t2d_caseonly	non_pathogenic_no_vus
17	36093697	36093738	17:36093697-36093738_HNF1B	17:36093697-36093738	HNF1B	18415	0.00016291	2	2	1	0.26258	-0.10935	0.097599	-1.1203	MODY_Extended	bmi_ln	40	All	t2d_caseonly	non_pathogenic_no_vus
20	43057104	43057104	20:43057104-43057104_HNF4A	20:43057104-43057104	HNF4A	18415	5.43E-05	1	1	1	0.51389	0.11033	0.16902	0.6528	MODY_Extended	bmi_ln	40	All	t2d_caseonly	non_pathogenic_no_vus
