#CHROM	BEGIN	END	MARKER_ID	NS	FRAC_WITH_RARE	NUM_ALL_VARS	NUM_PASS_VARS	NUM_SING_VARS	PVALUE	BETA	SEBETA	ZSTAT	Condition	Trait	age	subset	additional_covariates	type
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	4.27E-16	0.53429	0.065682	8.1344	High_triglycerides	tg_mgdl_adj_ln	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	38566	0.0007001	11	11	6	0.70668	-0.30337	0.85953	0.14162	Neonatal_Diabetes	t2d	40	All		non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	2468	0.0012156	6	2	1	0.06715	43.971	24.009	1.8315	Lipodystrophy	ldl_mgdl_adj	40	All	t2d_caseonly	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	6447	0.00077555	6	3	2	0.9553	-0.32727	5.8391	-0.056049	Lipodystrophy	hdl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	2468	0.025527	60	15	9	0.90132	-0.63411	5.1133	-0.12401	MODY	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	2469	0.0089105	45	10	7	0.18424	-0.1491	0.11226	-1.3282	MODY	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.012285	0.91516	0.35617	6.2693	High_triglycerides	high_tg	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	2468	0.0036467	14	7	5	0.061881	-25.938	13.885	-1.868	MODY_Extended	ldl_mgdl_adj	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	2.54E-08	1.6036	0.28036	31.029	High_triglycerides	high_tg	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
chr16	56961990	56981660	chr16:56961990-56981660_High_HDL	34561	0.00066549	13	13	8	8.56E-12	16.248	2.3785	6.8312	High_HDL	hdl_mgdl	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0066723	35	34	17	0.98391	0.0053041	0.26298	0.00040692	High_LDL	high_ldl	40	All	"covart2d,covarlipidmeds"	all_vus
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.0082626	0.21485	0.081342	2.6413	High_triglycerides	tg_mgdl_ln	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0066723	35	34	17	0.38096	-1.9801	2.26	-0.87614	High_LDL	ldl_mgdl_adj	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	7.73E-45	-48.271	3.431	-14.069	Low_LDL	ldl_mgdl	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY	6779	0.027143	60	27	15	0.43034	0.029204	0.037031	0.78865	MODY	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2342	0.026473	65	16	10	0.62916	0.76336	1.5806	0.48297	MODY_Extended	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	6777	0.027151	60	27	15	0.51805	-1.8179	2.8125	-0.64639	MODY	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6447	0.0021716	17	12	10	0.011545	8.8115	3.4877	2.5265	MonogenicDM_all	hdl_mgdl	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2468	0.00040519	11	1	1	0.81751	-8.0543	34.902	-0.23077	Neonatal_Diabetes	ldl_mgdl	40	All	t2d_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	2468	0.0089141	45	10	7	0.81907	1.7128	7.4872	0.22876	MODY	ldl_mgdl	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	bmi_ln	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.2028	0.073554	0.057181	1.6221	High_LDL	high_ldl	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	6777	0.009001	46	20	11	0.99596	0.024266	4.7935	0.0050623	MODY_Extended	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	6777	0.00014756	3	1	1	0.66728	16.568	38.538	0.4299	Lipodystrophy	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY	2469	0.0036452	14	7	5	0.0042941	-0.49902	0.17458	-2.8584	MODY	tg_mgdl_ln	40	All	t2d_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.2223	0.07034	0.057089	1.4894	High_LDL	high_ldl	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0023065	37	34	20	3.68E-24	34.18	3.3685	10.147	High_LDL	ldl_mgdl	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.65082	0.021184	0.046696	0.20487	High_LDL	high_ldl_adj	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	8.42E-09	1.644	0.28206	33.174	High_triglycerides	high_tg_adj	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2342	0.027754	71	18	11	0.57046	0.87784	1.547	0.56746	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6777	0.0094437	47	21	11	0.57899	2.6255	4.7316	0.55488	MonogenicDM_all	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	all_vus
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	6777	0.00073779	6	3	2	0.34918	15.996	17.085	0.93625	Lipodystrophy	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	36430	0.001098	6	6	1	0.28361	0.081741	0.076232	1.0723	Lipodystrophy	tg_mgdl_ln	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	2468	0.00040519	11	1	1	0.95569	2.2801	41.032	0.055567	Neonatal_Diabetes	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.023225	0.83203	0.35871	5.1516	High_triglycerides	high_tg	40	All	"covart2d,covarlipidmeds"	all_vus
chr2	21006629	21006629	chr2:21006629-21006629_Low_LDL	36419	5.49E-05	1	1	0	0.054637	-43.967	22.878	-1.9218	Low_LDL	ldl_mgdl	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	38566	0.00018151	3	3	1	0.89101	0.12901	0.99386	0.018777	Lipodystrophy	t2d_with_pre	40	All		pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2468	0.025932	65	16	10	0.90747	-0.59013	5.0766	-0.11625	MODY_Extended	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr16	56961990	56981660	chr16:56961990-56981660_High_HDL	34561	0.00066549	13	13	8	8.79E-12	16.265	2.3824	6.8274	High_HDL	hdl_mgdl	40	All	"covart2d,covarlipidmeds"	pathogenic
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.012409	0.20416	0.081649	2.5004	High_triglycerides	tg_mgdl_adj_ln	40	All	"covart2d,covarlipidmeds"	all_vus
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	6779	0.00073757	6	3	2	0.31224	0.22952	0.22711	1.0106	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	38566	0.00059638	17	17	13	1.15E-06	2.1108	0.438	23.663	MonogenicDM_all	t2d_with_pre	40	All		pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	6779	0.00014751	3	1	1	0.58854	0.26839	0.49611	0.54099	Lipodystrophy	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	6779	0.00014751	3	1	1	0.62328	0.24315	0.49497	0.49124	Lipodystrophy	tg_mgdl_adj_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	36430	0.001098	6	6	1	0.28894	0.40396	0.37338	1.1245	Lipodystrophy	high_tg	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	38566	0.00059638	17	17	13	1.85E-06	2.3527	0.43744	22.745	MonogenicDM_all	t2d	40	All		pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2469	0.0036452	17	7	5	0.0042941	-0.49902	0.17458	-2.8584	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_caseonly	pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	2468	0.00081037	1	1	0	0.020907	67.981	29.414	2.3112	Lipodystrophy	ldl_mgdl_adj	40	All	t2d_caseonly	all_vus
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.0031873	0.24396	0.082718	2.9493	High_triglycerides	tg_mgdl_adj_ln	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	7.31E-53	-0.091912	0.0059965	-15.328	High_triglycerides	tg_mgdl_adj_ln	40	All	covart2d	non_pathogenic
chr18	60371454	60371827	chr18:60371454-60371827_Obesity	38450	0.00041612	3	3	1	0.042653	0.081422	0.040166	2.0272	Obesity	bmi_ln	40	All	covart2d_with_pre	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	ldl_mgdl_adj	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6779	0.0094409	47	21	11	0.62874	-0.029452	0.060912	-0.48353	MonogenicDM_all	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	6779	0.027585	65	28	15	0.35074	0.034299	0.036754	0.93322	MODY_Extended	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
chr2	21006629	21006629	chr2:21006629-21006629_Low_LDL	36419	5.49E-05	1	1	0	0.013883	-61.833	25.132	-2.4604	Low_LDL	ldl_mgdl_adj	40	All	covart2d_with_pre	all_vus
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.067323	0.67147	0.36198	3.3471	High_triglycerides	high_tg_adj	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	6777	0.00044267	11	1	0	0.72389	7.7862	22.04	0.35328	Neonatal_Diabetes	ldl_mgdl_adj	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	36430	0.00079605	1	1	0	0.20207	0.55837	0.42702	1.6274	Lipodystrophy	high_tg	40	All	"covart2d,covarlipidmeds"	all_vus
chr2	21006629	21006629	chr2:21006629-21006629_Low_LDL	36419	5.49E-05	1	1	0	0.078526	4.6283	2.2432	3.0952	Low_LDL	low_ldl_adj	40	All	covart2d	all_vus
chr18	60371466	60372294	chr18:60371466-60372294_Obesity	38450	0.00080624	13	13	5	0.0083723	0.075955	0.028805	2.6368	Obesity	bmi_ln	40	All	covart2d_with_pre	pathogenic
chr8	19954222	19955874	chr8:19954222-19955874_High_triglycerides	36430	0.00096075	2	2	1	0.0082626	0.21485	0.081342	2.6413	High_triglycerides	tg_mgdl_adj_ln	40	All	"covart2d_with_pre,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.0066723	35	34	17	0.22687	-2.5185	2.084	-1.2085	High_LDL	ldl_mgdl	40	All	covart2d_with_pre	all_vus
chr16	56961990	56981660	chr16:56961990-56981660_High_HDL	34561	0.00066549	13	13	8	0.00039205	1.6615	0.51394	12.57	High_HDL	high_hdl	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	1.46E-08	1.6368	0.28533	32.107	High_triglycerides	high_tg_adj	40	All	"covart2d_with_pre,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	6779	0.00044254	11	1	0	0.37506	0.25403	0.28637	0.88709	Neonatal_Diabetes	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6447	0.0020164	14	11	9	0.010446	9.1158	3.5588	2.5615	MODY_Extended	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	1.63E-52	-56.807	3.7189	-15.275	Low_LDL	ldl_mgdl_adj	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	7148	0.0004197	11	1	0	0.87418	0.016551	0.10452	0.15836	Neonatal_Diabetes	bmi_ln	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	6447	0.00046533	11	1	0	0.54848	-4.4437	7.4053	-0.60007	Neonatal_Diabetes	hdl_mgdl	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
chr18	60371454	60371827	chr18:60371454-60371827_Obesity	38450	0.00041612	3	3	1	0.44145	0.42457	0.55191	0.59251	Obesity	Obese	40	All	covart2d	all_vus
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	0	-0.36482	0.033085	129.06	High_triglycerides	high_tg_adj	40	All	"covart2d,covarlipidmeds"	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	2469	0.0012151	6	2	1	0.044273	0.60807	0.30214	2.0125	Lipodystrophy	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
chr16	56961990	56981660	chr16:56961990-56981660_High_HDL	34561	0.00066549	13	13	8	2.07E-12	16.843	2.3952	7.0321	High_HDL	hdl_mgdl	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2468	0.0036467	14	7	5	0.071121	-19.355	10.72	-1.8055	MODY_Extended	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY	2342	0.0038429	14	7	5	0.0021256	12.902	4.1949	3.0755	MODY	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
chr18	60371454	60371827	chr18:60371454-60371827_Obesity	38450	0.00041612	3	3	1	0.042653	0.081422	0.040166	2.0272	Obesity	bmi_ln	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6779	0.0019177	14	11	9	0.00099004	-0.45239	0.13731	-3.2948	MODY_Extended	tg_mgdl_adj_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
chr2	21006629	21006629	chr2:21006629-21006629_Low_LDL	36419	5.49E-05	1	1	0	0.11658	3.9581	2.3001	2.4627	Low_LDL	low_ldl_adj	40	All	"covart2d,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	2469	0.025921	65	16	10	0.76317	0.019518	0.06477	0.30135	MODY_Extended	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	3.58E-08	1.5774	0.27913	30.364	High_triglycerides	high_tg	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0024987	40	39	23	2.81E-12	5.9252	0.55853	48.815	Low_LDL	low_ldl_adj	40	All	"covart2d,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6777	0.009001	46	20	11	0.89549	0.6358	4.8397	0.13137	MODY_Extended	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.47033	0.14417	0.1997	0.72195	Lipodystrophy	tg_mgdl_adj_ln	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	6777	0.0019183	14	11	9	0.0040791	-30.72	10.693	-2.873	MODY_Extended	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2342	0.0038429	17	7	5	0.0021256	12.902	4.1949	3.0755	MonogenicDM_all	hdl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0010709	3	3	2	2.72E-10	-33.152	5.249	-6.3158	Low_LDL	ldl_mgdl	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	6447	0.0091515	45	20	11	0.8017	-0.41793	1.664	-0.25115	MODY	hdl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	7148	0.0092334	46	21	12	0.40151	-0.018371	0.021897	-0.83897	MODY_Extended	bmi_ln	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Lipodystrophy	6779	0.00014751	3	1	1	0.52143	0.32534	0.50742	0.64117	Lipodystrophy	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	7148	0.0018187	14	11	9	0.01622	-0.12081	0.050243	-2.4045	MODY_Extended	bmi_ln	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_MODY	6779	0.0019177	14	11	9	0.00099004	-0.45239	0.13731	-3.2948	MODY	tg_mgdl_adj_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.37195	-0.44576	0.49926	-0.89284	High_LDL	ldl_mgdl_adj	40	All	covart2d_with_pre	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2468	0.0089141	46	10	7	0.63007	3.3194	6.891	0.48169	MODY_Extended	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_MODY	6779	0.0019177	14	11	9	0.0017341	-0.44113	0.14077	-3.1336	MODY	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	36430	0.0001647	3	2	0	0.5516	0.11711	0.1967	0.59537	Lipodystrophy	tg_mgdl_ln	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2469	0.027136	71	18	11	0.47341	0.045482	0.063429	0.71705	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	4.27E-16	0.53429	0.065682	8.1344	High_triglycerides	tg_mgdl_ln	40	All	"covart2d,covarlipidmeds"	pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	2469	0.00081004	1	1	0	0.0020153	1.1434	0.36987	3.0913	Lipodystrophy	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	all_vus
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0010709	3	3	2	0.17127	2.8833	1.5271	1.8718	Low_LDL	low_ldl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	2.92E-53	-0.090887	0.0059065	-15.387	High_triglycerides	tg_mgdl_ln	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	6779	0.00044254	11	1	0	0.46014	0.21111	0.2858	0.73865	Neonatal_Diabetes	tg_mgdl_adj_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	38566	0.0251	60	60	31	0.073368	0.14777	0.081481	3.206	MODY	t2d_with_pre	40	All		non_pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2469	0.0036452	17	7	5	0.0043464	-0.49818	0.17452	-2.8545	MonogenicDM_all	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_Low_LDL	36419	0.0010709	3	3	2	0.07521	4.2036	1.3054	3.1655	Low_LDL	low_ldl_adj	40	All	covart2d	non_pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	6779	0.00014751	3	1	1	0.62328	0.24315	0.49497	0.49124	Lipodystrophy	tg_mgdl_ln	40	All	"t2d_with_pre_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	2.53E-08	1.5905	0.27815	31.035	High_triglycerides	high_tg	40	All	covart2d	pathogenic
chr16	56962097	56983406	chr16:56962097-56983406_High_HDL	34561	0.00043402	5	5	0	0.00020189	2.1427	0.65853	13.813	High_HDL	high_hdl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	2468	0.0036467	14	7	5	0.06173	-25.591	13.692	-1.8691	MODY	ldl_mgdl_adj	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	0	-0.37278	0.034241	126.74	High_triglycerides	high_tg	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
chr18	60371466	60372294	chr18:60371466-60372294_Obesity	38450	0.00080624	13	13	5	0.0063266	0.078752	0.028841	2.7305	Obesity	bmi_ln	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MonogenicDM_all	2468	0.0097245	47	11	7	0.21788	10.537	8.5496	1.2325	MonogenicDM_all	ldl_mgdl_adj	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_Neonatal_Diabetes	NA	NA	5	0	0	NA	NA	NA	NA	Neonatal_Diabetes	tg_mgdl_adj_ln	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MonogenicDM_all	6777	0.0020658	17	12	10	0.0068297	-26.305	9.7214	-2.7059	MonogenicDM_all	ldl_mgdl	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	2.40E-16	0.54808	0.066807	8.2038	High_triglycerides	tg_mgdl_adj_ln	40	All	covart2d	pathogenic
multichrs	0	0	multichrs:0-0_MODY	2469	0.025516	60	15	9	0.85896	0.011594	0.065239	0.17772	MODY	tg_mgdl_ln	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.0014823	10	10	3	1.27E-16	0.55107	0.06655	8.2805	High_triglycerides	tg_mgdl_adj_ln	40	All	covart2d_with_pre	pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2468	0.025932	65	16	10	0.7449	-1.2934	3.9746	-0.32541	MODY_Extended	ldl_mgdl	40	All	"t2d_caseonly,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	6777	0.009001	45	20	11	0.51921	-2.9435	4.5664	-0.64459	MODY	ldl_mgdl	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	2625	0.008381	46	10	7	0.36332	-0.03559	0.039143	-0.90921	MODY_Extended	bmi_ln	40	All	t2d_caseonly	all_vus
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	2468	0.0012156	6	2	1	0.44764	15.304	20.151	0.75947	Lipodystrophy	ldl_mgdl	40	All	t2d_caseonly	non_pathogenic
chr16	56962097	56983406	chr16:56962097-56983406_High_HDL	34561	0.00043402	5	5	0	4.23E-07	17.299	3.4193	5.0593	High_HDL	hdl_mgdl	40	All	"covart2d_with_pre,covarlipidmeds"	non_pathogenic
chr1	156137679	156137679	chr1:156137679-156137679_Lipodystrophy	6777	0.00044267	1	1	0	0.044747	44.686	22.261	2.0074	Lipodystrophy	ldl_mgdl_adj	40	All	t2d_with_pre_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY_Extended	6779	0.0019177	14	11	9	0.0011122	-0.44893	0.13763	-3.2619	MODY_Extended	tg_mgdl_ln	40	All	t2d_with_pre_caseonly	pathogenic
multichrs	0	0	multichrs:0-0_Lipodystrophy	NA	NA	3	0	0	NA	NA	NA	NA	Lipodystrophy	tg_mgdl_adj_ln	40	All	"t2d_caseonly,covarlipidmeds"	pathogenic
multichrs	0	0	multichrs:0-0_High_LDL	36419	0.14396	50	49	22	0.28831	-0.51319	0.4833	-1.0618	High_LDL	ldl_mgdl_adj	40	All	"covart2d,covarlipidmeds"	non_pathogenic
chr1	156126910	156139769	chr1:156126910-156139769_Lipodystrophy	38566	0.001115	6	6	1	0.64329	0.26978	0.56839	0.21446	Lipodystrophy	t2d	40	All		non_pathogenic
multichrs	0	0	multichrs:0-0_MODY	2468	0.0089141	45	10	7	0.5578	5.2319	8.9252	0.58619	MODY	ldl_mgdl_adj	40	All	t2d_caseonly	all_vus
multichrs	0	0	multichrs:0-0_MODY	6777	0.027151	60	27	15	0.36167	-2.4208	2.6536	-0.91225	MODY	ldl_mgdl	40	All	t2d_with_pre_caseonly	non_pathogenic
multichrs	0	0	multichrs:0-0_High_triglycerides	36430	0.19295	4	4	2	0	-0.36596	0.034173	122.53	High_triglycerides	high_tg	40	All	"covart2d,covarlipidmeds"	non_pathogenic
multichrs	0	0	multichrs:0-0_MODY_Extended	2469	0.0089105	46	10	7	0.19061	-0.14701	0.1123	-1.3091	MODY_Extended	tg_mgdl_ln	40	All	t2d_caseonly	all_vus
